timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-01-01T00:00:00Z,2026-01-01T01:00:00+0100,2026.042,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T03:30:00Z,2026-01-01T04:30:00+0100,2269.58,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T03:30:00Z,2026-01-01T04:30:00+0100,1.99,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T03:45:00Z,2026-01-01T04:45:00+0100,2287.427,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T03:45:00Z,2026-01-01T04:45:00+0100,1.564,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T04:00:00Z,2026-01-01T05:00:00+0100,2356.437,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T04:00:00Z,2026-01-01T05:00:00+0100,1.72,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T04:15:00Z,2026-01-01T05:15:00+0100,2324.629,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T04:15:00Z,2026-01-01T05:15:00+0100,1.713,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T04:30:00Z,2026-01-01T05:30:00+0100,2378.624,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T04:30:00Z,2026-01-01T05:30:00+0100,1.712,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T04:45:00Z,2026-01-01T05:45:00+0100,2365.801,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T04:45:00Z,2026-01-01T05:45:00+0100,1.631,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T05:00:00Z,2026-01-01T06:00:00+0100,2347.251,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T05:00:00Z,2026-01-01T06:00:00+0100,1.499,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T05:15:00Z,2026-01-01T06:15:00+0100,2361.14,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T05:15:00Z,2026-01-01T06:15:00+0100,1.432,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T05:30:00Z,2026-01-01T06:30:00+0100,2370.862,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T05:30:00Z,2026-01-01T06:30:00+0100,1.377,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T05:45:00Z,2026-01-01T06:45:00+0100,2391.112,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T05:45:00Z,2026-01-01T06:45:00+0100,1.451,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T06:00:00Z,2026-01-01T07:00:00+0100,2434.539,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T06:00:00Z,2026-01-01T07:00:00+0100,1.486,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T06:15:00Z,2026-01-01T07:15:00+0100,2441.809,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T06:15:00Z,2026-01-01T07:15:00+0100,1.838,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T06:30:00Z,2026-01-01T07:30:00+0100,2445.401,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T06:30:00Z,2026-01-01T07:30:00+0100,2.188,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T06:45:00Z,2026-01-01T07:45:00+0100,2427.692,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T06:45:00Z,2026-01-01T07:45:00+0100,4.653,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T07:00:00Z,2026-01-01T08:00:00+0100,2400.764,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T07:00:00Z,2026-01-01T08:00:00+0100,1.773,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T07:15:00Z,2026-01-01T08:15:00+0100,2396.397,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T07:15:00Z,2026-01-01T08:15:00+0100,1.678,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T07:30:00Z,2026-01-01T08:30:00+0100,2398.698,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T07:30:00Z,2026-01-01T08:30:00+0100,4.088,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T07:45:00Z,2026-01-01T08:45:00+0100,2355.71,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T07:45:00Z,2026-01-01T08:45:00+0100,1.704,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T08:00:00Z,2026-01-01T09:00:00+0100,2403.142,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T08:00:00Z,2026-01-01T09:00:00+0100,1.334,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T08:15:00Z,2026-01-01T09:15:00+0100,2394.047,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T08:15:00Z,2026-01-01T09:15:00+0100,0.245,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T08:30:00Z,2026-01-01T09:30:00+0100,2411.17,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T08:30:00Z,2026-01-01T09:30:00+0100,0.849,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T08:45:00Z,2026-01-01T09:45:00+0100,2408.243,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T08:45:00Z,2026-01-01T09:45:00+0100,0.604,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T09:00:00Z,2026-01-01T10:00:00+0100,2422.193,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T09:00:00Z,2026-01-01T10:00:00+0100,0.063,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T09:15:00Z,2026-01-01T10:15:00+0100,2438.461,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T09:15:00Z,2026-01-01T10:15:00+0100,0.671,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T09:30:00Z,2026-01-01T10:30:00+0100,2453.055,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T09:30:00Z,2026-01-01T10:30:00+0100,0.271,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T09:45:00Z,2026-01-01T10:45:00+0100,2438.542,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T09:45:00Z,2026-01-01T10:45:00+0100,0.692,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T10:00:00Z,2026-01-01T11:00:00+0100,2432.626,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T10:00:00Z,2026-01-01T11:00:00+0100,0.059,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T10:15:00Z,2026-01-01T11:15:00+0100,2404.453,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T10:15:00Z,2026-01-01T11:15:00+0100,0.042,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T10:30:00Z,2026-01-01T11:30:00+0100,2387.363,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T10:30:00Z,2026-01-01T11:30:00+0100,0.415,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T10:45:00Z,2026-01-01T11:45:00+0100,2393.586,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T10:45:00Z,2026-01-01T11:45:00+0100,0.058,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T11:00:00Z,2026-01-01T12:00:00+0100,2384.42,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T11:00:00Z,2026-01-01T12:00:00+0100,0.068,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T11:15:00Z,2026-01-01T12:15:00+0100,2376.555,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T11:15:00Z,2026-01-01T12:15:00+0100,0.073,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T11:30:00Z,2026-01-01T12:30:00+0100,2357.581,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T11:30:00Z,2026-01-01T12:30:00+0100,2.082,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T11:45:00Z,2026-01-01T12:45:00+0100,2382.925,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T11:45:00Z,2026-01-01T12:45:00+0100,0.058,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T12:00:00Z,2026-01-01T13:00:00+0100,2333.337,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T12:00:00Z,2026-01-01T13:00:00+0100,0.076,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T12:15:00Z,2026-01-01T13:15:00+0100,2355.828,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T12:15:00Z,2026-01-01T13:15:00+0100,0.078,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T12:30:00Z,2026-01-01T13:30:00+0100,2326.745,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T12:30:00Z,2026-01-01T13:30:00+0100,0.078,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T12:45:00Z,2026-01-01T13:45:00+0100,2319.906,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T12:45:00Z,2026-01-01T13:45:00+0100,0.072,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T13:00:00Z,2026-01-01T14:00:00+0100,2354.982,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T13:00:00Z,2026-01-01T14:00:00+0100,0.165,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T13:15:00Z,2026-01-01T14:15:00+0100,2317.444,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T13:15:00Z,2026-01-01T14:15:00+0100,0.428,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T13:30:00Z,2026-01-01T14:30:00+0100,2267.003,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T13:30:00Z,2026-01-01T14:30:00+0100,0.076,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T13:45:00Z,2026-01-01T14:45:00+0100,2217.777,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T13:45:00Z,2026-01-01T14:45:00+0100,0.077,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T14:00:00Z,2026-01-01T15:00:00+0100,2156.353,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T14:00:00Z,2026-01-01T15:00:00+0100,0.076,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T14:15:00Z,2026-01-01T15:15:00+0100,2105.01,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T14:15:00Z,2026-01-01T15:15:00+0100,0.074,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T14:30:00Z,2026-01-01T15:30:00+0100,2135.259,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T14:30:00Z,2026-01-01T15:30:00+0100,0.081,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T14:45:00Z,2026-01-01T15:45:00+0100,2195.84,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T14:45:00Z,2026-01-01T15:45:00+0100,9.1,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T15:00:00Z,2026-01-01T16:00:00+0100,2294.136,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T15:00:00Z,2026-01-01T16:00:00+0100,1.002,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T15:15:00Z,2026-01-01T16:15:00+0100,2256.874,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T15:15:00Z,2026-01-01T16:15:00+0100,0.234,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T15:30:00Z,2026-01-01T16:30:00+0100,2219.8,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T15:30:00Z,2026-01-01T16:30:00+0100,0.278,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T15:45:00Z,2026-01-01T16:45:00+0100,2216.283,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T15:45:00Z,2026-01-01T16:45:00+0100,0.636,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T16:00:00Z,2026-01-01T17:00:00+0100,2140.236,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T16:00:00Z,2026-01-01T17:00:00+0100,0.268,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T16:15:00Z,2026-01-01T17:15:00+0100,2081.263,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T16:15:00Z,2026-01-01T17:15:00+0100,0.347,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T16:30:00Z,2026-01-01T17:30:00+0100,2051.853,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T16:30:00Z,2026-01-01T17:30:00+0100,0.263,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T16:45:00Z,2026-01-01T17:45:00+0100,2054.439,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T16:45:00Z,2026-01-01T17:45:00+0100,0.261,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T17:00:00Z,2026-01-01T18:00:00+0100,2136.038,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T17:00:00Z,2026-01-01T18:00:00+0100,0.265,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T17:15:00Z,2026-01-01T18:15:00+0100,2082.958,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T17:15:00Z,2026-01-01T18:15:00+0100,0.28,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T17:30:00Z,2026-01-01T18:30:00+0100,2117.165,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T17:30:00Z,2026-01-01T18:30:00+0100,0.277,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T17:45:00Z,2026-01-01T18:45:00+0100,2178.842,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T17:45:00Z,2026-01-01T18:45:00+0100,0.724,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T18:00:00Z,2026-01-01T19:00:00+0100,2293.823,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T18:00:00Z,2026-01-01T19:00:00+0100,0.831,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T18:15:00Z,2026-01-01T19:15:00+0100,2286.338,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T18:15:00Z,2026-01-01T19:15:00+0100,0.629,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T18:30:00Z,2026-01-01T19:30:00+0100,2264.577,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T18:30:00Z,2026-01-01T19:30:00+0100,0.544,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T18:45:00Z,2026-01-01T19:45:00+0100,2243.271,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T18:45:00Z,2026-01-01T19:45:00+0100,0.248,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T19:00:00Z,2026-01-01T20:00:00+0100,2236.231,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
2026-01-01T19:00:00Z,2026-01-01T20:00:00+0100,0.248,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-07T15:55:40Z
2026-01-01T19:15:00Z,2026-01-01T20:15:00+0100,2127.832,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-07T15:55:40Z
